text,sentiment
When I was told that I was selected to attend Medical Assistant Training.,joy
 Exactly . ,neutral
When I was not accepted as a student in finance and accounting.,sadness
False Evidence Appearing Real ,fear
When I had to go through lonely streets in the middle of the night.,fear
When I failed my S.S.C exam.,anger
 Says who ? ,neutral
" I agree , I had lunch there last week . ",joy
Heard about someone telling lies about me to my best friend.,anger
The loss of my father as he died of a massive and sudden heart attack.,sadness
 I checked . ,neutral
 No one . ,neutral
"When I walked to church with my roommate, a bum told us to call the police and he started following us.",fear
I've a funny feeling the  I painstakingly planned for tomorrow is going to fail.... Too many IT issues today #dayoffruined,fear
I met my friend and he gave me a wonderful present as it was my birthday.  I enjoyed having that present.,joy
What would you reckon the taxing increases ? ,neutral
Jealous of my husband's old girlfriend.  We met her with her husband and there was a lot of reminiscing.,anger
 He never came . ,sadness
Sly was left feeling absolutely livid . ,anger
 Sorry I couldn't help you . ,sadness
The loss of the woman who loved me most till today.,sadness
I know why Mr . Fro didn't like our ad idea ! He doesn't know the first thing about coffee . ,anger
"When I found out that my girlfriend would not be coming back to UCB for one semester, but would be living in San Jose.",sadness
 They ’ re really running you into the ground . Why don ’ t you ask for some time off ? You could take a long weekend and go away somewhere . ,anger
"Thank you , thank you ! "" she cried , quite ecstatic that he 'd unbent . ",joy
Going to Chico to visit a friend.,joy
" No , he just stole all of my things . ",sadness
My father ’ s angry face always makes my blood run cold . ,fear
When my sister (really my niece) died of cancer at the age of 2 yrs after I took her to the doctor at the age of 1 and he diagnosed it.,sadness
 Alecia . ,neutral
I was most angry when India lost the Triangular Cricket trophy held in Australia.  I was so angry that I fought (orally) with my friend.,anger
 I know . ,neutral
"There I lay , half-roasted on one side , freezing on the other , in a sort of trance , more abjectly miserable than I can tell . ",sadness
 That's terrible . ,sadness
"My nephew is a deaf and also hyperactive boy. I had been responsible for looking after him for a full day, and was very tired. Then he suddenly grabbed a knife and stabbed me in the leg. I got so angry that I didn't feel any pain.""",anger
 Are they ? ,neutral
Success in university entrance examination.,joy
Anatomy lesson and told we have to do it at night sometimes.,fear
 And we ’ ll all help you . ,anger
The young lord was overjoyed to see what a beautiful wife his friends had found for him . ,joy
 Why ? You can't be always so lazy . ,anger
 It was really an exciting moment . ,joy
" Sorry , but she ’ s out . ",sadness
 Sure . ,neutral
I felt anger at my roommate due to his habit of leaving dirty dishes in the sink and generally not cleaning after himself.,anger
"Is your turn , Sir . I ‘ m sorry that you have to wait . Saturday is busy day for us . ",sadness
They wanted something to happen but I didn't.,anger
When I got separated from the woman I loved.,sadness
On another occasion he had been struck once by another man at work and we were furious at him for not returning the blow . ,anger
"Li Yuan was smiling broadly , pleased with himself , proud of his scheme , and delighted that he had Tsu Ma 's approval . ",joy
"I am an extremely lazy cook and nervous of long recipes , complicated sauces or anything risky such as a souffl . ",fear
"We are always sad when a young international athlete finds himself in this situation . "" ",sadness
 Ohhhh ! ,sadness
"Too many people in TV room, I was not able to get a seat to watch TV.",anger
"As the frightened boy bolted to Gooseneck 's side , there was a scream from Fishbane 's corner where an unwary Pole had reaped the consequences of turning her back to view the drama . ",fear
 What brand ? ,neutral
" Your best isn't good enough . Back in my day , I'd clean a whole hospital with a toothbrush and spit , and it'd be twice as clean as this sty ! ",anger
" thanks for helping me with it . If you hadn't encouraged me to do my best , I wouldn't have ever been able to pass . ",joy
"But he felt ` dismay and sorrow for so many people in our country who do not share this personal good fortune . "" ",fear
 Then stay away . Nobody's keeping you from doing that . ,anger
My young brother took my wristwatch in my abscence and sold it to his friend at a cheaper price.,anger
"Well , I can ’ t believe your uncle and aunt came to stay with us for a week , and they did not even call us in advance . ",anger
My boyfriend was playing with my cat. He was playing games with her and telling nice things to her. ,joy
